Nama Franchise,Modal Minimal,Kategori Franchise,Franchise Fee,Nama Perusahaan,Biaya Royalti,Berdiri Sejak,Biaya Advertising,Jumlah Gerai,Alamat,Contact Person,Nomor WA,Telepon,Fax,Email,Website
Suga Boba Indonesia,Rp 14.900.000,Makanan & Minuman,FREE,CV. Startup International ,FREE,2020.0,FREE,178.0,"Fontana Office tower the mansion Kemayoran, Jl. Trembesi Blok D4, Kemayoran Jakarta ",Kristin/Rista ,+6285735300400  (Klik nomor untuk chat via WA),Kristin : 085 735 300 400 Rista : 081 997 400 300 , ,sugaboba.id@gmail.com,Klik : http://www.sugaboba.id
Sumo Squid,Rp 100.000.000,Makanan & Minuman,-,Sumo Squid ,-,2014.0,4%,5.0,Jln hoscokroaminoto 173 kec tegalrejo yogyakarta ,Abthony Sudarsono ,+6281226540982  (Klik nomor untuk chat via WA),Hp : 081226540982 , ,anthony.sudarsono@gmail.com,-
Sumo Sushi Bar,Rp (Please Call),Makanan & Minuman,,Sumo Sushi Bar ,,2017.0,,4.0,"Kompleks Colombo Jalan Garuda No 16 Depok Sleman, Yogyakarta 55281 ",Sumo Sushi Bar ,+6281225125370  (Klik nomor untuk chat via WA),0812 2512 5370 , ,info@sumosushibar.co.id,Klik : http://www.sumosushibar.co.id/
Sure Coffee,Rp 7.900.000,Makanan & Minuman,,Sure Coffee ,,2020.0,,1.0,"Office 1: Bekasi, Jawa Timur Office 2: Kendal, Jawa Tengah ",0821-3880-4988 ,+6282138804988  (Klik nomor untuk chat via WA),0821-3880-4988 , ,surecoffee.id@gmail.com,Klik : https://surecoffee.id/
Sutuk Sate,Rp 100.000,Lainnya,-,PT. Kusuma Kreasi Utama ,-,2017.0,-,2.0,"Padon RT 01 RW 06, Kel. Gayamdompo, Kec. Karanganyar, Kab. Karanganyar ",Tusuk Sate ,+6289698969981  (Klik nomor untuk chat via WA),Hp : 089698969981   , ,ian.setyawan.b.l@gmail.com,-
SWEETABY,Rp 0 (Free),Lainnya,-,SWEETABY ,-,2019.0,-,1.0,"JLN RAYA TAMBAK MEDOKAN AYU NO.9A KELURAHAN MEDOKAN AYU, RUNGKUT SURABAYA  ",SWEETABY ,+6281393064253  (Klik nomor untuk chat via WA),Hp : 081393064253  , ,sweetaby.official@gmail.com,Klik : http://sweetaby.com
Sweetmory,Rp 3.700.000,Makanan & Minuman,-,Sweetmory ,-,2019.0,-,10.0,"Jl. Jembatan Kampung Rawakalong No.55, Grogol, Limo, Depok, Jawa Barat 16514 ",Sweetmory ,+6282231315252  (Klik nomor untuk chat via WA),0822 3131 6262 0822 3131 5252  , ,-,Klik : https://sweetmory.id/
Tahu Baso Wow,Rp 8.000.000,Makanan & Minuman,0,PT. Salafi Mandiri Sejahtera ,0,2019.0,0,2.0,Jl. Musholla No.17 Rt.008. Rw.011. Petukangan Utara. Pesanggrahan. Jakarta Selatan ,Ziyad ,+6282299144069  (Klik nomor untuk chat via WA),082299144069 , ,ziyad.karamah@gmail.com,-
Tahu Bro,Rp 5.900.000,Makanan & Minuman,-,NARAYA ,-,2019.0,-,6.0,Nayu Rt.04 / Rw.05 kelurahan Joglo Kecamatan Banjarsari Kota Surakarta ,Tahu Bro ,+6282133401525  (Klik nomor untuk chat via WA),0821 3340 1525 , ,narayaindo.ni@gmail12.com,-
Tahu Garing TAGAR,Rp 15.000.000,Makanan & Minuman,,CV Tahu Garing TAGAR ,,2019.0,,315.0,"Green Garden I6 / 8 Kebon Jeruk, Kedoya Utara, Jakarta Barat, 11520 ",Vincent ,+6281511088116  (Klik nomor untuk chat via WA),0815 1108 8116 , ,tahugaring_tagar@hotmail.com,Klik : http://tahugaring.com
Tahu Gila,Rp 7.800.000,Makanan & Minuman,,CV. TAHU GILA ,,2013.0,,250.0,"Jl. Kenanga 14 Badran, Laweyan, Purwosari, Solo 57142 ",Marketing ,+6282225591182  (Klik nomor untuk chat via WA),Dika : 0822 2559 1182 ,- ,Tahugila.id@gmail.com,-
Tahu Go!,Rp 18.500.000,Makanan & Minuman,,PT OTEWE MAJU BERSAMA ,,2019.0,,18.0,"Grand Galaxy City, Jl Pulo Sirih Utama Blok AE, Jl. Boulevard Raya, Pekayon Jaya, Kec. Bekasi Selatan, Bekasi Jawa Barat ",Tahu Go! ,+6281290302236  (Klik nomor untuk chat via WA),0812 9030 2236 , ,-,Klik : https://tahugo.id/
Tahu Hot King,Rp 6.900.000,Makanan & Minuman,-,CV. Tahu Hot King ,-,2016.0,-,12.0,"Jl. Kenanga 14, Badran, Purwosari, Laweyan, Surakarta 57142 ",Ridwan ,+6281216531177  (Klik nomor untuk chat via WA),Hp :081216531177(Marketing) , ,tahuhotking@gmail.com,-
Tahu Hot Kriuk,Rp 4.700.000,Makanan & Minuman,-,Tahu Hot Kriuk ,-,1.0,-,,Jln ,Tahu Hot Kriuk ,+6281328035551  (Klik nomor untuk chat via WA),+62813 2803 5551 , ,tahohotkriuk@gmail.com,-
TAHU JELETOT TAISI,Rp 20.000.000,Makanan & Minuman,0,"TAISI CORPORATION, CV ",0,2012.0,0,270.0,"Graha Taisi Jl. Raya Sawangan, Jl. Kost Warteg Adi No. 8 RT.04 RW.04 Rangkapan Jaya, Pancoran Mas, Depok, Jawa Barat, Indonesia - 16435 ",Rudi PS ,+6281219964195  (Klik nomor untuk chat via WA),021-77888899 & 0812 1996 4195 , ,tahujeletottaisi@gmail.com,Klik : http://www.tahujeletot.com
Tahu Josjos,Rp 2.500.000,Makanan & Minuman,,CV. Galerindo Nusantara ,,2017.0,,14.0,Jln. Ir sutami no 93 solo ,Tahu Josjos ,+6282339177501  (Klik nomor untuk chat via WA),0823 3917 7501 , ,tahujosjos@gmail.com,-
Tahu Kriuk YES,Rp 15.000.000,Makanan & Minuman,Rp 3.000.000 per 2 tahun.,Tahu Kriuk YES ,-,2018.0,-,190.0,Jl. Kelinci Raya no.23A Jakarta Pusat ,Tahu Kriuk YES ,+628179091909  (Klik nomor untuk chat via WA),Hp : 08179091909 , ,tahukriukyes@gmail.com,-
Tahu Kriuk Yumz,Rp 10.000.000,Makanan & Minuman,Rp 10 000 000,Tahu Kriuk Yumz ,,2020.0,,1.0,"Jl. Kelapa Kopyor Blok M1 No. 17, Kelapa Gading. Jakarta Utara ",081291869032 ,+6281291869032  (Klik nomor untuk chat via WA),081291869032 , ,tahukriukyumz@gmail.com,-
TAHU MAFIA,Rp 3.900.000,Makanan & Minuman,-, ,-,2015.0,-,2.0,Jalan Veteran no 38 Kudus Jawa Tengah ,Topan ,+6281229795868  (Klik nomor untuk chat via WA),0812 2979 5868  0856 0060 0520 , ,mafiatahu@gmail.com,Klik : http://www.tahumafia.com
Tahu Popito,Rp 4.900.000,Makanan & Minuman,-,KOES ISLAND GROUP ,-,2019.0,-,5.0,"Jl.Bintan no 10 Grogolan, Ketelan, Banjarsari, Solo ",Tahu Popito ,+6285727251092  (Klik nomor untuk chat via WA),Hp : 085727251092 , ,tahu.popito@gmail.com,-
Tahu Puk Puk,Rp 3.300.000,Makanan & Minuman,,Tahupukpuk Factory ,,2014.0,,67.0,"Jl. Mangesti Raya No.90, Purbayan, Baki, Kabupaten Sukoharjo, Jawa Tengah 57556 ",Reza ,+6282149828885  (Klik nomor untuk chat via WA),0812 1520 6660 , ,tahupukpukindo@gmail.com,Klik : http://tahupukpuk.com/
Tahu Walik Kelaw,Rp 35.000.000,Makanan & Minuman,-,Tahu Walik Kelaw ,-,2019.0,-,1.0,JL. Kalpataru No. 44 Malang ,Tahu Walik Kelaw (Ibu Nova) ,+6281330739082  (Klik nomor untuk chat via WA),0813 3073 9082  , ,-,Klik : https://tahu-walik-kelaw-spesial-tahu-walik-saos-malang.business.site/
Taichan Dong Bang,Rp 25.000.000,Makanan & Minuman,-,Kawan Kuliner Group  ,-,,-,10.0,Jalan Mayor Salim Batu Bara No 2619 A Palembang ,Taichan Dong Bang ,+6281219376661  (Klik nomor untuk chat via WA),Hp : 081219376661 , ,-,-
Takoyaki Mr Han Sambas,Rp 8.000.000,Makanan & Minuman,0,Takoyaki Mr Han ,30:70,2013.0,0,6.0,"Jl. Gusti Hamzah No.193a, Ps. Melayu, Kecamtan Sambas, Kabupaten Sambas, Kalimantan Barat.  ",Takoyaki Mr Han Sambas ,+6282158632212  (Klik nomor untuk chat via WA),082158632212 089693215764 , ,takoyakisambas@gmail.com,Klik : http://takoyakisambas.blospot.com
Takoyaki Yakinenak,Rp 7.000.000,Makanan & Minuman,,CV.Budiman Guna Utama ,,2005.0,,5.0,Jl. Menoreh Utara IX No 12 Sampangan - Semarang ,Takoyaki Yakinenak ,+62816657296  (Klik nomor untuk chat via WA),024 850 5172 WA : 081 665 7296 Telp : 081 665 7296 , ,Noormans1965@gmail.com,-
Tangerang Bridging Crew,Rp 150.000.000,Jasa Pendidikan & Pelatihan,Rp 200.000.000,PT. Tangerang Bina Cakrawala ,10 %,2014.0,,1.0,"Suvarna Sutera, Terrace 9 Blok d 12 ",082114429872 ,+6282114429872  (Klik nomor untuk chat via WA),082114429872 , ,gia.andika31@gmail.com,-
Tante (Tahu & Tempe Kriuk),Rp 19.000.000,Makanan & Minuman,Rp 19.0000.000,Makko Group ,,2019.0,,2.0,"Jl. Raya Telesonik No. 10 Blok H No. 9, Pergudangan Surya Kadu, Kel. Kadu, Kec. Curug. ",Tante ,+6282310203806  (Klik nomor untuk chat via WA),Hp : 0823 1020 3806  0813 8231 7668 , ,ayambebekangsa.official3@gmail.com,-
Tapisi Tahu Pisang Singkong,Rp 15.000.000,Makanan & Minuman,,Tapisi Tahu Pisang Singkong ,,2019.0,,78.0,Jakarta ,Tapisi Tahu Pisang Singkong ,+6281282378016  (Klik nomor untuk chat via WA),Fendi : 0812 8237 8016 Donni : 0856 7167 444 , ,tapisikrispy@gmail.com,-
Taw Taw Tahu,Rp 4.300.000,Makanan & Minuman,-,Taw Taw Tahu ,-,2019.0,-,5.0,Perum Griya Bungah Asri No 17 Blok F Bungah Gresik - Jawa Timur 61152 ,Taw Taw Tahu ,+6285749849678  (Klik nomor untuk chat via WA),Hp : 0857 4984 9678 , ,cs.tawtawtahu@gmail.com,Klik : https://tawtawtahu.com
Tea and You,Rp 12.000.000,Makanan & Minuman,,Astamada Indonesia ,,2018.0,,3.0,"Jogobayan, Gayam, Sukoharjo Sub-District, Sukoharjo Regency, Central Java 57514 ",Tea and You ,+6281287636949  (Klik nomor untuk chat via WA),0812 8763 6947 , ,teaandyou.id@gmail.com,Klik : http://www.teaandyou.id
Tea Factory,Rp 15.000.000,Makanan & Minuman,,Tea Factory ,,2015.0,,6.0,"Jl Siwalankerto Permai III / H.4, Surabaya ",083830655198 ,+6283830655198  (Klik nomor untuk chat via WA),083830655198 , ,edo.yuwon@gmail.com,-
Tebuci Premium Taste,Rp 15.000.000,Makanan & Minuman,-,TEBUCI ,-,2015.0,-,28.0,"Jl. Sukosari, Ds. Kenanten Dsn.Sawur Kembang Mojokerto ",Tebuci Premium Taste ,+628113555705  (Klik nomor untuk chat via WA),Hp : 0815 1514 9006 , ,tebuci2015@gmail.com,Klik : http://burgerbakar.com/
Teh Cap Poci,Rp 5.000.000,Makanan & Minuman,-,Teh Cap Poci ,-,1950.0,-,10.0,"Graha Rekso Building 10th Floor Jl Bulevar Artha Gading Kav. A1 Kelapa Gading, Jakarta Utara 14240 ",Teh Cap Poci ,,Utk Join Kemitraan silakan langsung menghubungi kantor Es Teh Poci terdekat yang ada di halaman Profil. , ,info@gunungslamat.com,Klik : http://www.gunungslamat.com
Teh Jawi 57,Rp 6.700.000,Makanan & Minuman,-, ,-,2018.0,-,50.0,"KUWONHARJO, RT 12/RW 03 KECAMATAN TAKERAN, KABUPATEN MAGETAN ",Teh Jawi ,+6285648755938  (Klik nomor untuk chat via WA),Hp : 0856 4875 5938 , ,saranakreasidigdaya@yahoo.com,Klik : https://tehjawi.com
Teh Presiden,Rp 3.900.000,Makanan & Minuman,0,Team Teh Presiden ,0,2018.0,0,20.0,"Perum. Madu Asri Blok B No.43, Tohudan, Colomadu, Karanganyar, Jawa Tengah 57173 ",082137304126 ,+6281904080988  (Klik nomor untuk chat via WA),0821 3730 4126   , ,franchise.tehpresiden@gmail.com,Klik : https://linktr.ee/kemitraantehpresiden
Teh Segerrr,Rp 6.500.000,Makanan & Minuman,,PT Mistersiap Indonesia Kreatif ,,2018.0,,165.0,"Tirtasani Royal Resort, Hilton Head 1 No.15 Karangploso, Malang - Jawa Timur ",Teh Segerrr ,+6285203824860  (Klik nomor untuk chat via WA),022 8750 8780 0341-438 0020 , ,tehsegerrr.bdg@gmail.com,Klik : http://tehsegerrr.com
Teknos Genius,Rp 70.000.000,Jasa Pendidikan & Pelatihan,"60 jt (5 th), 98 jt (selamanya). Tersedia diskon",Teknos Genius ,5 % dari bruto,1982.0,variasi,150.0,Graha Teknos Genius Wisma Elok  Jl.Cipinang Elok 1 Blok J 136 No.8 Jakarta Timur 13420 ,Ibu Lita ,+628119157556  (Klik nomor untuk chat via WA),Telp: 021 2138 5937 WA : 0811 9157 556 , ,mail@teknosgenius.com,Klik : http://www.teknosgenius.com
TELUR GULUNG MILENIAL,Rp 1.500.000,Makanan & Minuman,0,TELUR GULUNG MILENIAL ,0,2018.0,0,5.0,PERUMAHAN PURI GADING JALAN KEMUNING BLOK K2 GROGOL SUKOHARJO ,083865405282 ,+6283865405282  (Klik nomor untuk chat via WA),083865405282 , ,konveksi_berkah@yahoo.com,-
Tentang Dia,Rp 3.700.000,Makanan & Minuman,-,Tentang Dia Coklat ,-,2020.0,-,15.0,"Jalan Merak RT 04 RW 22, Waringin Rejo, Cemani, Grogol, Sukoharjo, Jawa Tengah ",Tentang Dia  ,+6282298344457  (Klik nomor untuk chat via WA),Hp : +6282298344457 Hp : 082217794545 (Jawa) Hp : 082217798585 (Luar jawa) , ,tentangdiaindonesia@outlook.com,Klik : http://tentangdiacoklat.com
TENTANG KAMU DRINK,Rp 3.800.000,Makanan & Minuman,-,PT. ESOK HARAPAN BANGSA ,-,2019.0,-,1500.0,"JL. ADI SUCIPTO NO.42, BLULUKAN, COLOMADU, KAB.KARANGANYAR, COLOMADU, JAWA TENGAH, ID 57174 ",TENTANG KAMU DRINK ,+6281226857572  (Klik nomor untuk chat via WA),0812-2685-7572 ( AREA JAWA )  0852-3678-7434 ( AREA LUAR PULAU JAWA ) , ,-,Klik : https://tentangkamu.com
Tentang Kita,Rp 3.800.000,Makanan & Minuman,, ,,2020.0,,10.0,"Jl. Adisucipto no 4 Manahan, Solo ",Tentang Kita ,+6285942166963  (Klik nomor untuk chat via WA),(0271) 7462045 085 942 166 963 , ,Cokelattentangkita@gmail.com,-
Tentang Kita Toast,Rp 3.799.000,Makanan & Minuman,,Tentang Kita Toast ,,2020.0,,10.0,jl.Adisucipto no 4 Surakarta ,Tentang Kita Toast ,+6287839009480  (Klik nomor untuk chat via WA),+62 878-3900-9480 , ,mommilkexpress@gmail.com,-
Tentang Kopi by Dwi Andhika,Rp 127.000.000,Makanan & Minuman,,Sukses Jaya Indotama ,,2015.0,,10.0,"Jl. Gereja Ayam Sebelah Metro Atom No.11, RT.1/RW.3, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710 ",Tentang Kopi by Dwi Andhika ,+628176011797  (Klik nomor untuk chat via WA),0821 1398 1548  0817 6011 797 , ,jemmi.sji@gmail.com,Klik : http://tentangkopi.co.id/
Teppan Yuki by Yuki Kato,Rp 99.000.000,Makanan & Minuman,,Teppan Yuki ,,2019.0,,1.0,Jl.Tebet Barat Raya No.18 Jakarta Selatan  ,Teppan Yuki ,+6285245540453  (Klik nomor untuk chat via WA),Hp : 085245540453 , ,franchise@teppanyuki.id,Klik : http://teppanyuki.id/
Thaimani,Rp 12.000.000,Makanan & Minuman,-,Thaimani ,-,2018.0,-,14.0,Bausasran DN3/655 RT 33/RW 09 Kel Bausasran Kec Danurejan Yogyakarta ,Thaimani ,+6282138365492  (Klik nomor untuk chat via WA),Hp : 082138365492 , ,ahrdwn@gmail.com,-
The Capsule Inn,Rp 660.000.000,Penginapan & Travel,-,The Capsule Inn ,-,2018.0,-,1.0,Jl. Tebet Barat Raya No. 18 Jakarta ,The Capsule Inn ,+628119170399  (Klik nomor untuk chat via WA),0811984677 08119170399 , ,office@thecapsuleinn.com,Klik : http://thecapsuleinn.com/
The Clean Bar Shoes & Bag Cleaning,Rp 35.000.000,Laundry & Jasa Kebersihan,,The Clean Bar ,3 % dari omzet kotor per bulan,2014.0,,33.0,"JL. DR WAHIDIN NO. 3D PENUMPING, LAWEYAN, SOLO ",THE CLEAN BAR ,+6281329532935  (Klik nomor untuk chat via WA),Tlp : (0271) 731 281  Whatsapp : 0813 2953 2935 0821 3691 7200 0812 2988 0001 , ,Cleanbar.laundry@gmail.com,Klik : http://www.theclean-bar.com
The Daily Wash Laundromat,Rp 476.200.000,Laundry & Jasa Kebersihan,, ,,2007.0,,82.0,Jl. Janur Hijau 1 Blok AA5 No.16-17 Gading Serpong - Tangerang ,The Daily Wash Laundromat ,+628129997434  (Klik nomor untuk chat via WA),0812 999 7434 0815 8429 3710 0855 783 7746 , ,admin@thedailywash.co.id,Klik : https://www.thedailywash.co.id
The LOOX SALON PROFESIONAL,Rp 18.000.000,Kesehatan & Kecantikan,0,TITASIC SALON ,0,2010.0,0,18.0,jln raya cijulang Rt.001/001 desa cikembulan kec.sidamulih kab.Pangandaran jawa barat ,The LOOX SALON PROFESIONAL ,+6283825292747  (Klik nomor untuk chat via WA),+62 838-2529-2747 , ,titasalon00@gmail.com,-
The Parfum Bar,Rp 5.000.000,Lainnya,,CV. Pineleaf Indonesia ,,2018.0,Rp 500.000,8.0,"Jl. Dr. Rajiman no 483, Laweyan Surakarta ",The Parfum Bar ,+6285867942389  (Klik nomor untuk chat via WA),0858-6794-2389 , ,pineleaf.indo@1gmail.com,-
Tian Tang,Rp 85.000.000,Makanan & Minuman,-,Tian Tang ,-,2012.0,-,3.0,"Jl.Pluit Karang Indah Timur No.72, RT.5/RW.12, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibu kota Jakarta 14450 ",Tian Tang ,+6281213403023  (Klik nomor untuk chat via WA),HP : 0812 1340 3023 , ,hongtang.franchise@gmail.com,-
Tian Tian Rice Yogurt,Rp 15.000.000,Makanan & Minuman,-, ,-,2019.0,-,1.0,Jl. Mega Kuningan Barat No.1 Jakarta Selatan 12950 ,Tian Tian Rice Yogurt ,+628111399660  (Klik nomor untuk chat via WA),Hp : 0822 4150 1100  : 0811 1399 660 , ,tiatian1986@gmail.com,Klik : http://tiantianriceyogurt.com/
Tigerson Boba Indonesia,Rp 7.900.000,Makanan & Minuman,,Sandi Group ,,2020.0,,4.0,"Office 1: Bekasi, Jawa Barat Office 2: Kendal, Jawa Tengah ",0852-2587-5242 ,+6285225875242  (Klik nomor untuk chat via WA),0852-2587-5242 , ,tigerson.indonesia@gmail.com,Klik : https://tigersonindonesia.com/
TIKI,Rp 10.000.000,Business Services,,PT CITRA VAN TITIPAN KILAT ,,1970.0,,3000.0,Jl. Raden Saleh Raya No 2 Jakarta 10430  ,TIKI Hotline ,,1500125 , ,tiki@tiki.id,Klik : https://tiki.id
Tokio Street,Rp 120.000.000,Makanan & Minuman,-,Tokio Street ,-,2012.0,-,40.0,PT Tokio Sentral Asia Group ,Tokio Street ,+6287725255000  (Klik nomor untuk chat via WA),Hp : 087725255000  Hp : 081905668080  Tlp: 021 6583 1135 Tlp: 021 2669 0145 , ,tokiostreet25@gmail.com,-
Toko Takoyaki,Rp (Please Call),Makanan & Minuman,-,Toko Takoyaki ,-,2019.0,-,9.0,"Tangerang, Banten ",Toko Takoyaki ,+6281212815890  (Klik nomor untuk chat via WA),0812 1281 5890 , ,-,-
Tom & Jelly,Rp 14.999.000,Makanan & Minuman,-,Tom & Jelly ,-,2019.0,-,55.0,"Jl. Biak No.60, Powerlock Indonesia, Gedung B, Jakarta Pusat 10150  ",Tom & Jelly ,+6287881818668  (Klik nomor untuk chat via WA),Hp : 0878 8181 8668 Tlp: 021 - 6386 3381  *Nomor Rekening Resmi Tom & Jelly : BCA 6921112111 a.n Wenny , ,tomandjelly.id@gmail.com,Klik : http://tomandjelly.id
Tomokofi,Rp 60.000.000,Makanan & Minuman,60000000,PT.TOMO INTI INDONESIA ,0,2019.0,,16.0,"Jalan Cikajang No.26 , Jakarta Selatan , Kebayoran Baru ",Tomokofi ,+6287877354718  (Klik nomor untuk chat via WA),0878 7735 4718 , ,cynthia@tomointi.com,Klik : https://www.instagram.com/tomokofi/
Topcoat,Rp 250.000.000,Otomotif,,Makko Group ,,2018.0,,9.0,"Jl. Telesonik Komplek Pergudangan Surya No.10, Kadu, Kec. Curug, Tangerang, Banten ",Topcoat ,+628128800090  (Klik nomor untuk chat via WA),Tlp : 08128800090 Tlp : 021-29438375 , ,info@top-coating.com,Klik : http://www.top-coating.com
TOPER CREPES,Rp 7.000.000,Makanan & Minuman,TANPA FRANCHISEE FEE,MATHENA GROUP ,TANPA ROYALTY FEE,2007.0,TANPA BIAYA ADVERTISING,700.0,Jl. Ir. Juanda No. 93 Cikampek ( Kota Baru )- Karawang - Jawa Barat  ,Yoyok Widiartono ,,0813 8099 2345  Whatsapp : 0895 1013 6011 ,0264-828 5218 ,topercrepes@gmail.com,Klik : http://Masih Dalam PEMULIHAN
Toshiaki Ramen House,Rp 25.000.000,Makanan & Minuman,-,Toshiaki Ramen House ,-,2015.0,-,2.0,Jl. Raya Parung No. 556 Parung-Bogor 16330  ,Toshiaki Ramen House ,+628111815782  (Klik nomor untuk chat via WA),Hp : 0813 8896 7024 0811 1815 782 0812 8012 1240  , ,ernitoshiaki7@gmail.com,-
TownforKids,Rp (Please Call),Jasa Pendidikan & Pelatihan,,PT Townforkids ,,2005.0,,6.0,"Jl. Pluit Karang Permai Blok C9 Utara No. 1 Penjaringan, RT.11/RW.8, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450-Indonesia ",TownforKids ,+6282138888007  (Klik nomor untuk chat via WA),021-6669 4333 , ,enquiries@townforkids.co.id,Klik : http://www.townforkids.co.id
TSOKOLATE DOLOE,Rp 1.500.000,Makanan & Minuman,,RATU ROSARI ,,2016.0,,7.0,JL HASANUDIN 88 PUNGGAWAN SURAKARTA ,Bowo ,+6281325007805  (Klik nomor untuk chat via WA),Hp :081325007805 (Marketing) Tlp:02717892151 , ,dwikusumasarendra@gmail.com,-
TTEOKJIB K-STREET FOOD,Rp 20.000.000,Makanan & Minuman,20000000,PT. Mitra Destinasi Jaya ,,2019.0,,5.0,"Jl. Raya Jatiwaringin no.17, Pondok Gede, Bekasi ",087725855676 ,+6287725855676  (Klik nomor untuk chat via WA),087725855676 , ,tteokjib@gmail.com,-
TTEOKTAN,Rp 20.000.000,Makanan & Minuman,30000000,TTEOKTAN TOPOKKI ,500000,2020.0,300000,2.0,JALAN PAPAGAN NO.27 PAJANG LAWEYAN SURAKARTA ,TTEOKTAN ,+6285736944167  (Klik nomor untuk chat via WA),Hp : 0857 3694 4167 Hp : 0812 5205 9497 Hp : 081 22960 2250(Marketing)       , ,tteoktan@gmail.com,-
Tunisia Kebab,Rp 4.800.000,Makanan & Minuman,500.000,PT. Street Food Indonesia ,0,2021.0,0,12.0,"Jl. Letjend Sutoyo, Gang Patrem, Mojosongo, Surakarta (Samping Poltekes Mojosongo) ",Aditya 081228054646 ,+6285793990997  (Klik nomor untuk chat via WA),085793990998 , ,Streetfoodina@gmail.com,-
Tusbool,Rp 12.500.000,Makanan & Minuman,12500000,PT Juara Berkah Mandiri ,-,2021.0,-,10.0,"Jl. Bendungan Jatiluhur No. 83, Bendungan Hilir, Tanah Abang, Jakarta Pusat ",Tusbool ,+6281287699002  (Klik nomor untuk chat via WA),Hp : 081287699002 , ,tusbool.official@gmail.com,Klik : http://www.tusbool.id
Ucok Durian,Rp 30.000,Makanan & Minuman,-,Ucok Durian ,-,1985.0,-,2.0,"Jl. Pelajar No.46, Teladan Tim., Medan Kota, Kota Medan, Sumatera Utara 20217, Indonesia ",Ucok Durian ,+6282134409106  (Klik nomor untuk chat via WA),Hp : 0821 3440 9106  Hp : 0813 6022 6055 , ,sale@ucokdurian.id,Klik : https://www.ucokdurian.id
UDANG LOVERS SOLO,Rp 7.600.000,Makanan & Minuman,FREE,PENTOL NDOWER INDONESIA ,FREE,2017.0,FREE,100.0,"Jln.Veteran Tipes, Barat Jembatan Tipes, Serengan Solo - 57154 ",UDANG LOVERS ,+6287700140664  (Klik nomor untuk chat via WA),0877 0014 0664 , ,udangloversindonesia@gmail.com,Klik : http://Instagram.com/udanglovers_solo
Uknown,Rp 0 (Free),Makanan & Minuman,-,Uknown ,-,2016.0,-,,Uknown ,Uknown ,Uknown  (Klik nomor untuk chat via WA),Uknown , ,Uknown@gmail.com,Klik : http://Uknown
Uknown,Rp 0 (Free),Makanan & Minuman,-,Uknown ,-,2016.0,-,,Uknown ,Uknown ,Uknown  (Klik nomor untuk chat via WA),Uknown , ,Uknown@gmail.com,-
Unyu Cheese Tea,Rp 40.000.000,Makanan & Minuman,-,Unyu Cheese Tea ,-,2019.0,-,70.0,"Serang, Banten. ",Unyu Cheese Tea ,+6282192703100  (Klik nomor untuk chat via WA),0821 9270 3100 0818 1828 04 , ,info@unyucheesetea.com,-
Upsolute Coffee,Rp 135.000.000,Makanan & Minuman,Rp 50.000.000 / 5 tahun (Include investasi),PT. Mamindo Sukses Bersama ,-,2018.0,-,11.0,Jl Puri Kencana Grand Puri Niaga Blok K 6 No 2 K Kembangan Jakarta Barat ,Upsolute Coffee ,+628989609889  (Klik nomor untuk chat via WA),0898 9609 889 (Bapak Sutekno) 0812 1307 9031 (Ibu Mai) , ,upsolutecoffee@gmail.com,-
Vanbury Chocomelted,Rp 3.715.000,Makanan & Minuman,0,Vanbury ,0,2019.0,0,250.0,Perum kadipiro indah C 2 rt 3 rw 3 Banjarsari Surakarta ,08982438283 ,+6281227977860  (Klik nomor untuk chat via WA),081227977860 , ,vitofebri.fk@gmail.com,Klik : http://www.vanburycokelat.com
Vecto Solution,Rp 43.000.000,Lainnya,0,PT. VECTOKIL ,0,2009.0,0,2.0,Perum Golden Land Blok E/55 Batam Center - Batam ,Yuhermon ,+62 8127712367  (Klik nomor untuk chat via WA),+62778-478618  Hp. 0812 7045 334 ,+62778-478618 ,vectosolution@yahoo.com,Klik : http://www.vectosolution.com
Wagelasei,Rp 25.000.000,Makanan & Minuman,-,PT robert group abadi ,-,2017.0,-,5.0,"Jl Palakali No 47 Kukusan , Beji , Depok ",Wagelasei ,+6281388960719  (Klik nomor untuk chat via WA),Hp : 081388960719 , ,wagelasei.official@gmail.com,-
Wake Cup,Rp 650.000.000,Makanan & Minuman,,PT Solomon Utama ,5%,2013.0,,13.0,"PT. SOLOMON UTAMA Graha Harmoni Lantai 3, Jl. Kaji No. 40, Gambir Jakarta Pusat 10130 ",Wake Cup ,+6287876224666  (Klik nomor untuk chat via WA),0878 7622 4666 021 630 9603 , ,franchise@wakecupindonesia.com / franchise@solomonutama.com,Klik : https://wakecupindonesia.com/
Wani Klimis Barbershop,Rp 75.000.000,Kesehatan & Kecantikan,-,CV Pram Glory ,-,2014.0,-,15.0,Jl Arya Mukti Timur 8/432 Pendurungan Semarang 50192 ,Wani Klimis Barbershop ,+6285640663600  (Klik nomor untuk chat via WA),Hp : 085640663600 , ,-,-
